,Status,Sentence
760,sad,আমি একজন ছাত্র আমার ত NID CARD নাই তাহলে আমি কি সিম ব্যবহার করতে পারব না? আমার দেখা মতে অনেকে অন্যের আইডি কার্ড দিয়ে বায়োমেট্রিক করতেছে তাহলে কি লাভ এটা করে।
761,angry,যারা নতুন ভোটার হয়েছে এখনো আইড়ড়ি পাইনি তারা কি করবে? সেটা তো বলেননি মাননীয় মন্ত্রী
762,happy,একদিন আমাদের মোবাইল ছিলনাকিন্তু সেই দিনই আমরা ভালছিলাম.মায়ের হাতের চিঠি পড়তাম.আজ বিঙগান আমাদের আপরাধ জগতে নিয়ে যাচ্ছে.
763,fear,"সিম পুণঃনিবন্ধের নামে ব্যাপক দুর্নীতি দেখা দিচ্ছে। অনেক নিরক্ষর ব্যক্তি আছেন যারা এসম্পর্কে কিছুই জানেন না, সিম নিবন্ধনের নামে তাদের ব্যাপক ক্ষতিও হচ্ছে, অন্য কোনে কাজে আঙুলের ছাপ নিয়ে তাদের বেকায়দায় ফেলা হচ্ছে। এছাড়াও তাদের অজান্তেই তাদের পরিচয়ে সিম নিবন্ধন করে সে সিম বিভিন্ন অপরাধমূলক কাজে ব্যবহৃত হচ্ছে আর এর দায় পড়ছে সেই নিরক্ষর ব্যক্তির ওপড়। তাই আসুন এখনি এর বিরুদ্ধে সোচ্চার হই......।"
764,angry,সব তথ্য দেওয়ার পর আবার তথ্য দেওয়া মানেই টেক্স পাকি দেওয়ার জন্য ঠিকমতন নিবন্ধ করে নাই চোরের দল যত সব।
765,angry,সিম নিবন্ধন করতে হলে আমরা কেন অযথা ফটো ও id card ফটোকপি দিব।মেসজ এর মাধ্যমে করলেইতো হয় কোন পিন নাম্বার দিয়ে।তা নাহলে তো সিম নিবন্ধন ১৫*% হবেনা।
766,sad,আমার ন্যাশনাল আই ডি কার্ড নেই...। তাহলে আমি কি ভাবে সিম নিবন্ধন করবো...?
767,fear,"আমি সিম বায়োমেট্রিক পদ্ধতিতে নিবদ্ধন করলাম, আচ্ছা ধরেন আমার মোবাইটা চুরি হলো, সে চোর আমার সিম ব্যবহার করে নানা রকম ক্রাইম করলো তাহলে তার দায়ভার কার উপর পড়বে????"
768,angry,সব তথ্য দেওয়ার পর আবার তথ্য দেওয়া মানেই টেক্স পাকি দেওয়ার জন্য ঠিকমতন নিবন্ধ করে নাই চোরের দল যত সব।
769,angry,"সরকার রাষ্ট্রের স্বার্থে,জনগনের স্বার্থে সিম নিবন্ধন করছে করুক তাতে সমস্যা নেই।কিন্তু সেটা অন্য ভাবে করুক এভাবে কেন?"
770,fear,"আমাদের গেরেন্টি দিতে হবে,যে এই fingerprint সরকারে কাছে, সরকারি দায়িত্ব তে থাকবে। যদি শর ত মানেন তো আমরা সিম নিবন্ধন করাতে রাজি আছি। e"
