,Status,Sentence
933,disgust,চমৎকার দেশ। সবচেয়ে ভালো লেগেছে আইল্যান্ড থাকার পরও গাড়ি রংসাইডে ঢুকে পড়ছে রঙ সাইডে। বাংলাদেশের মানুষ হইলে... পরিষ্কার পরিচ্ছন্ন। বাংলাদেশের দর্শনীয় স্থান ময়লার স্তুপ নাই। ডাস্টবিনই নাই। ডাস্টবিন থাক্লেও সেগুলো ইউজ মানসিকতা নাই। সবশেষে দেশের মানুষের সামগ্রিক চিন্তাই চেতনাই ব্যাপারে। যাই বাংলাদেশের পর্যটন শিল্প বুম একমাত্র বাধা ' সাধারন মানুষের মানসিক অবস্থা' পরিবর্তন। নাহলে কোনদিন পরিবর্তন আসবে না।
934,sad,"দেশে ১০০% জনগণ শিক্ষিত , ১০০% জনগণই শিক্ষক :) ধর্মান্ধ জাতি কখনোই উন্নতি পারবে না, বাস্তব প্রমাণ পাকিস্তান :) বাংলাদেশ মিয়ানমারের ভাল সম্পর্কের মূল বাধা পারস্পরিক অবিশ্বাস সন্দেহ। রোহিঙ্গা ইস্যু ছাড়া দেশের বড় সমস্যা নাই।"
935,angry,"ভাই ঘুরতে আসে মায়ান্মার যায় রুবি পাথর,পান্না পাথর, নীলা পাথর কম দামে কিনে বিদেশে কো দামে বিক্রয় যায় লোভে। বাংলাদেশে এগুলা পাওয়া যায় । বাংলাদেশে খালি গড় ছেচ্ছরের আড্ডা মিয়ানমারের বাজে জিনিস ইয়াবা খানে করবে!!!"
936,fear,বাহিরের মানুষ দুরের কথা দেশের মানুষের নিরাপদ দেশ আমারা দেশে ভয় বাহিরে মানুষ কথা বাদ দিলাম
937,sad,"প্রতিবেশি দেশ মায়ানমার গত পাঁচ বৎসরে আকাশচুম্বি উন্নতি অবাক হয়। দেশে মুক্তি যুদ্ধের পক্ষে, বিপক্ষের গবেষনা ৪৪ বৎসর পার দিলাম। আরো যুগ পার বিধি মালুম। পত্র পত্রিকার মিডিয়ার দেশের উন্নতির প্রসংসার কথা লিখব টিভিতে দেখাব। অন্যদিকে রাজনৈতিক প্রতিহিংসাপরায়ণ কর্মে অতি ব্যস্ত।"
938,sad,প্রাকৃতিক সৌন্দর্যের লীলাভূমি বাংলাদেশ দুর্নীতি কারণে পর্যটন শিল্পে মিয়ানমারের চেয়েও পিছনে ।
939,sad,"গল্পটি পড়লে জীবনের মজাই miss ;( এক টা মেয়ে পাখি love এক টা ছেলে পাখি কে.. এক সাথে ঊরে বেরাত ,গান গাইত, ণীল আকাশে দিত। হঠাথ একদিন মেয়ে পাখিটির পায়ে ব্যাথা পা হারালো। মেয়ে পাখিটি কাঁদতে কাঁদতে ছেলে পাখিকে ছেড়ে নাতো? ছেলে পাখিটি কথা শুনে দুটি,ডানা কেটে ফেলে বললো। ""এই বারতো চাইলেও তোমাকে ছেড়ে পারবো । এক বড় একটা তুফান আসে ঘর ভেঙ্গে দিল। ছেলে পাখিটি মেয়ে পাখি বলল। যাও নিরাপদ জায়গায়। কথা চিন্তা করো না। মেয়ে পাখিটি কথা শুনে ঊড়ে নিরাপদ জায়গায়। সার্থপর ঝর তুফান থামার মেয়ে পাখিটি দেখলো ছেলেপাখির পাশে মাটিতে লেখা ছিল, এক ""আমি তোমাকে ছেরে যাবোনা"" ঝর তুফান হারিয়ে বেঁচে থাকতাম জন্য। plz............. ভাই ভালো লাগলে পেজটিতে লাইক দিবেন m.facebook.com/এক-পৃথিবীর-রহস্য-The-mysterious-of-one-world-/ ভাল পোষ্টে হাজির হব । ধন্যবাদ ।............"
940,fear,দেশে আমিও নিরাপত পরয়টক
941,sad,দুরনিতি তে বাংলাদেশ ত্রগিয়ে
942,disgust,জেই দেশে বেশ্সা পরজেটক কিবলেন দেশি
943,disgust,"লোক সংসদে দাড়িয়ে শুদ্ব বাংলা পারেনা,বুড়া কালে বিয়ে, রেলর মতই মন্ত্রী অসুস্থ, দাড়া যাই হউক উন্নতি না। বেসরকারি সংগঠন (যানবাহন)এই রেল পথ না।"
